age,workclass,native_country,marital_status,education_num,occupation,race,hours_per_week,income_bracket,dataframe
31, Private, United-States, Married-civ-spouse,9, Craft-repair, White,45, <=50K,evaluation
43, Self-emp-not-inc, United-States, Married-civ-spouse,9, Adm-clerical, White,20, >50K,training
50, Self-emp-not-inc, ?, Married-civ-spouse,9, Other-service, White,12, <=50K,training
32, Federal-gov, United-States, Married-civ-spouse,9, Adm-clerical, White,40, >50K,training
42, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
60, Self-emp-not-inc, United-States, Married-civ-spouse,9, Sales, White,25, <=50K,training
33, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,20, >50K,evaluation
48, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, >50K,training
41, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,60, <=50K,prediction
55, ?, United-States, Married-civ-spouse,9, ?, White,40, <=50K,training
56, Private, United-States, Married-civ-spouse,9, Sales, White,35, <=50K,training
25, ?, United-States, Married-civ-spouse,9, ?, White,4, <=50K,prediction
62, Self-emp-not-inc, United-States, Married-civ-spouse,9, Sales, White,48, <=50K,training
32, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, Black,40, <=50K,training
39, Federal-gov, United-States, Married-civ-spouse,9, Adm-clerical, White,40, >50K,training
33, Private, Columbia, Married-civ-spouse,9, Machine-op-inspct, Other,40, <=50K,prediction
42, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, >50K,training
64, Private, United-States, Married-civ-spouse,9, Sales, White,21, <=50K,prediction
33, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,46, >50K,prediction
38, ?, United-States, Married-civ-spouse,9, ?, White,35, <=50K,training
44, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,38, <=50K,training
66, Self-emp-inc, United-States, Married-civ-spouse,9, Adm-clerical, White,40, >50K,training
43, Self-emp-not-inc, United-States, Married-civ-spouse,9, Other-service, White,16, <=50K,prediction
46, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, <=50K,evaluation
57, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,40, <=50K,training
43, Private, Canada, Married-civ-spouse,9, Adm-clerical, White,50, >50K,training
44, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, >50K,training
36, Local-gov, United-States, Married-civ-spouse,9, Adm-clerical, White,40, >50K,training
29, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, <=50K,training
24, Private, United-States, Married-civ-spouse,9, Sales, White,40, >50K,training
56, Private, United-States, Married-civ-spouse,9, Other-service, White,10, <=50K,training
33, Private, United-States, Married-civ-spouse,9, Tech-support, Black,38, <=50K,evaluation
43, Private, United-States, Married-AF-spouse,9, Craft-repair, Black,42, >50K,training
52, Private, United-States, Married-civ-spouse,9, Transport-moving, White,40, <=50K,training
32, Self-emp-not-inc, ?, Married-civ-spouse,9, Other-service, White,5, <=50K,training
44, Private, ?, Married-civ-spouse,9, Exec-managerial, Asian-Pac-Islander,40, >50K,training
48, Federal-gov, United-States, Married-civ-spouse,9, Adm-clerical, White,40, >50K,prediction
26, Private, Mexico, Married-civ-spouse,9, Other-service, White,40, <=50K,training
18, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, <=50K,training
27, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, <=50K,training
37, Private, Philippines, Married-civ-spouse,9, Other-service, Asian-Pac-Islander,60, <=50K,prediction
27, Private, United-States, Married-civ-spouse,9, Sales, White,40, <=50K,training
32, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, >50K,training
39, State-gov, United-States, Married-civ-spouse,9, Adm-clerical, Asian-Pac-Islander,20, <=50K,training
60, Self-emp-inc, United-States, Married-civ-spouse,9, Adm-clerical, White,15, >50K,training
40, Private, United-States, Married-civ-spouse,9, Other-service, Black,32, <=50K,training
55, Private, United-States, Married-civ-spouse,9, Sales, White,50, <=50K,training
29, Private, Scotland, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
36, Federal-gov, United-States, Married-civ-spouse,9, Adm-clerical, White,40, <=50K,training
52, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,38, <=50K,training
22, Private, United-States, Married-civ-spouse,9, Priv-house-serv, White,40, <=50K,prediction
58, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, <=50K,training
19, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,evaluation
36, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,40, <=50K,training
47, State-gov, United-States, Married-civ-spouse,9, Adm-clerical, White,40, >50K,evaluation
51, Private, United-States, Married-civ-spouse,9, Adm-clerical, Black,40, <=50K,training
20, ?, United-States, Married-civ-spouse,9, ?, White,45, <=50K,training
46, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,40, >50K,training
31, ?, Mexico, Married-civ-spouse,9, ?, White,30, <=50K,training
48, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,40, <=50K,training
45, Private, United-States, Married-civ-spouse,9, Prof-specialty, White,14, <=50K,training
36, Local-gov, China, Married-civ-spouse,9, Adm-clerical, Asian-Pac-Islander,40, >50K,training
44, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,prediction
47, Private, United-States, Married-civ-spouse,9, Tech-support, White,40, <=50K,training
31, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,27, <=50K,training
37, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, >50K,training
46, ?, United-States, Married-civ-spouse,9, ?, White,40, >50K,training
61, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,38, >50K,training
31, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, >50K,training
27, Private, United-States, Married-civ-spouse,9, Adm-clerical, Black,40, >50K,training
39, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, >50K,training
32, Private, United-States, Married-civ-spouse,9, Sales, White,40, <=50K,training
50, Private, United-States, Married-civ-spouse,9, Sales, White,15, <=50K,training
22, Private, United-States, Married-civ-spouse,9, Sales, White,40, <=50K,prediction
51, State-gov, United-States, Married-civ-spouse,9, Adm-clerical, White,40, <=50K,training
34, Local-gov, United-States, Married-civ-spouse,9, Other-service, White,35, <=50K,training
46, Without-pay, United-States, Married-civ-spouse,9, Machine-op-inspct, White,25, <=50K,training
55, State-gov, United-States, Married-civ-spouse,9, Tech-support, White,40, >50K,training
27, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,40, <=50K,training
75, ?, United-States, Married-AF-spouse,9, ?, White,14, <=50K,training
23, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, <=50K,training
47, Private, United-States, Married-civ-spouse,9, Protective-serv, Black,40, <=50K,prediction
51, Self-emp-not-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,40, <=50K,training
30, Private, United-States, Married-civ-spouse,9, Other-service, White,45, <=50K,training
30, Private, United-States, Married-civ-spouse,9, Sales, White,30, <=50K,training
47, Local-gov, United-States, Married-civ-spouse,9, Other-service, White,7, >50K,training
51, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, >50K,training
43, Private, Nicaragua, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
23, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
52, Private, China, Married-civ-spouse,9, Machine-op-inspct, Asian-Pac-Islander,40, <=50K,evaluation
27, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, >50K,training
26, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,52, >50K,training
34, Private, United-States, Married-civ-spouse,9, Sales, White,15, <=50K,prediction
31, Private, United-States, Married-civ-spouse,9, Transport-moving, White,35, >50K,training
58, Self-emp-not-inc, United-States, Married-civ-spouse,9, Adm-clerical, White,20, >50K,training
29, Private, Cuba, Married-civ-spouse,9, Other-service, White,40, <=50K,training
28, Self-emp-not-inc, United-States, Married-civ-spouse,9, Sales, White,40, <=50K,training
33, Private, El-Salvador, Married-civ-spouse,9, Other-service, White,38, <=50K,training
36, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, >50K,training
47, Private, United-States, Married-civ-spouse,9, Other-service, Black,30, <=50K,training
41, State-gov, United-States, Married-civ-spouse,9, Adm-clerical, White,40, <=50K,training
72, Private, England, Married-civ-spouse,9, Exec-managerial, White,50, <=50K,training
39, State-gov, United-States, Married-civ-spouse,9, Adm-clerical, White,40, <=50K,evaluation
31, ?, United-States, Married-civ-spouse,9, ?, Black,45, <=50K,training
35, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,42, >50K,training
67, Self-emp-inc, England, Married-civ-spouse,9, Prof-specialty, White,30, >50K,training
41, Private, United-States, Married-civ-spouse,9, Transport-moving, White,40, <=50K,training
29, Private, United-States, Married-civ-spouse,9, Other-service, White,40, >50K,training
44, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, White,30, <=50K,training
35, Private, United-States, Married-AF-spouse,9, Other-service, White,40, >50K,training
58, Self-emp-not-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,10, >50K,training
24, ?, Mexico, Married-civ-spouse,9, ?, White,40, <=50K,training
33, Private, United-States, Married-civ-spouse,9, Sales, White,20, <=50K,evaluation
42, Private, United-States, Married-civ-spouse,9, Prof-specialty, White,40, <=50K,training
60, Private, United-States, Married-civ-spouse,9, Other-service, White,40, <=50K,training
50, Private, United-States, Married-civ-spouse,9, Prof-specialty, White,16, <=50K,training
44, State-gov, United-States, Married-civ-spouse,9, Other-service, White,15, <=50K,training
18, Self-emp-not-inc, United-States, Married-civ-spouse,9, Other-service, White,40, <=50K,evaluation
50, Private, United-States, Married-civ-spouse,9, Prof-specialty, White,40, >50K,training
50, Local-gov, United-States, Married-civ-spouse,9, Adm-clerical, White,30, >50K,training
38, State-gov, United-States, Married-civ-spouse,9, Adm-clerical, Black,40, <=50K,training
34, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,12, <=50K,training
34, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
29, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, <=50K,training
31, Private, United-States, Married-civ-spouse,9, Sales, White,18, <=50K,training
51, Local-gov, United-States, Married-civ-spouse,9, Adm-clerical, White,40, <=50K,training
33, ?, United-States, Married-civ-spouse,9, ?, White,38, <=50K,evaluation
60, Self-emp-not-inc, United-States, Married-civ-spouse,9, Other-service, Black,50, <=50K,training
58, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, >50K,training
40, ?, United-States, Married-civ-spouse,9, ?, White,35, >50K,training
35, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,40, >50K,evaluation
45, Private, United-States, Married-civ-spouse,9, Other-service, White,35, <=50K,training
40, Local-gov, United-States, Married-civ-spouse,9, Adm-clerical, White,40, <=50K,training
33, Private, United-States, Married-civ-spouse,9, Adm-clerical, Other,19, <=50K,training
72, ?, United-States, Married-civ-spouse,9, ?, White,2, <=50K,training
39, Private, United-States, Married-civ-spouse,9, Adm-clerical, Black,50, <=50K,evaluation
24, ?, United-States, Married-civ-spouse,9, ?, White,25, <=50K,training
47, Private, United-States, Married-civ-spouse,9, Other-service, Black,40, <=50K,training
40, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,24, >50K,training
26, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, <=50K,training
29, Private, Vietnam, Married-civ-spouse,9, Adm-clerical, Asian-Pac-Islander,35, <=50K,training
31, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,37, <=50K,training
32, Private, United-States, Married-civ-spouse,9, Other-service, Other,40, <=50K,training
37, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, <=50K,prediction
34, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,20, >50K,training
33, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,40, <=50K,evaluation
51, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,20, <=50K,training
38, Self-emp-not-inc, United-States, Married-civ-spouse,9, Sales, White,24, >50K,training
31, Self-emp-not-inc, United-States, Married-civ-spouse,9, Other-service, White,40, >50K,training
43, Federal-gov, United-States, Married-civ-spouse,9, Adm-clerical, White,40, >50K,training
46, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, Black,36, <=50K,training
38, Self-emp-inc, Poland, Married-civ-spouse,9, Other-service, White,20, <=50K,training
52, Without-pay, United-States, Married-civ-spouse,9, Adm-clerical, White,30, <=50K,training
44, Private, Philippines, Married-civ-spouse,9, Other-service, Asian-Pac-Islander,50, <=50K,training
28, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,45, >50K,training
53, State-gov, United-States, Married-civ-spouse,9, Other-service, Amer-Indian-Eskimo,28, >50K,evaluation
39, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,50, <=50K,evaluation
53, Private, United-States, Married-civ-spouse,9, Sales, White,26, <=50K,training
35, Self-emp-not-inc, United-States, Married-civ-spouse,9, Craft-repair, Black,40, >50K,training
59, ?, United-States, Married-civ-spouse,9, ?, White,40, >50K,training
54, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, >50K,training
51, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,prediction
37, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, >50K,training
32, Private, United-States, Married-civ-spouse,9, Sales, White,40, >50K,training
40, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, >50K,training
45, Private, United-States, Married-civ-spouse,9, Sales, White,35, <=50K,training
38, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, >50K,training
